State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Assam,TINSUKIA,Black pepper,2010,Whole Year ,270.0,289.0,1.07
Karnataka,BENGALURU URBAN,Dry chillies,2009,Summer     ,25.0,115.0,4.6
Karnataka,BANGALORE RURAL,Niger seed,1999,Kharif     ,3099.0,764.0,0.25
Bihar,SITAMARHI,Rice,2002,Winter     ,82576.0,80249.0,0.97
Uttar Pradesh,BAHRAICH,Maize,2018,Rabi       ,841.0,2358.0,2.8
Gujarat,BHARUCH,Rice,2012,Summer     ,2100.0,6300.0,3.0
Madhya Pradesh,NARSINGHPUR,Bajra,2014,Kharif     ,3000.0,4000.0,1.33
Bihar,KATIHAR,Mesta,2008,Kharif     ,2910.0,25592.0,8.79
CHANDIGARH,CHANDIGARH,Wheat,2017,Rabi       ,546.0,2566.0,4.7
West Bengal,DARJEELING,Ginger,2005,Kharif     ,239.0,681.0,2.85
Assam,BARPETA,Cotton(lint),1997,Kharif     ,8.0,4.0,0.5
Tripura,UNAKOTI,Cotton(lint),2019,Kharif     ,28.0,41.0,1.47
Uttar Pradesh,UNNAO,Bajra,1998,Kharif     ,897.0,451.0,0.5
Bihar,BHOJPUR,Khesari,1999,Rabi       ,10050.0,8613.0,0.86
Madhya Pradesh,MANDSAUR,Sugarcane,2004,Whole Year ,5.0,210.0,42.0
Haryana,MAHENDRAGARH,Rapeseed &Mustard,1999,Rabi       ,87461.0,133000.0,1.52
Uttar Pradesh,ALLAHABAD,Gram,2010,Rabi       ,14083.0,14950.0,1.06
Madhya Pradesh,NARSINGHPUR,Potato,2001,Whole Year ,606.0,14277.0,23.56
Chhattisgarh,JASHPUR,Bajra,2000,Whole Year ,1.0,32.0,32.0
Karnataka,DHARWAD,Gram,2006,Rabi       ,45060.0,29734.0,0.66
Bihar,MUNGER,Maize,2007,Summer     ,1507.0,4893.0,3.25
Himachal Pradesh,KANGRA,Sweet potato,2001,Whole Year ,35.0,,0.0
Tamil Nadu,DHARMAPURI,Sugarcane,2008,Whole Year ,16951.0,1599886.0,94.38
Andhra Pradesh,RANGAREDDI,Gram,1999,Rabi       ,4937.0,3258.0,0.66
Gujarat,JAMNAGAR,Guar seed,2016,Whole Year ,110.0,73.0,0.66
Karnataka,UTTARA KANNADA,Groundnut,2012,Summer     ,674.0,691.0,1.03
Bihar,MADHUBANI,Bajra,2000,Kharif     ,72.0,53.0,0.74
Arunachal Pradesh,DIBANG VALLEY,Maize,2006,Kharif     ,1846.0,1770.0,0.96
Madhya Pradesh,REWA,Banana,2002,Whole Year ,1.0,28.0,28.0
Uttarakhand,PAURI GARHWAL,Turmeric,2007,Whole Year ,1.0,2.0,2.0
West Bengal,HOWRAH,Wheat,2003,Rabi       ,370.0,911.0,2.46
Karnataka,KOPPAL,Rice,2009,Summer     ,36848.0,130501.0,3.54
Himachal Pradesh,SOLAN,Soyabean,2016,Kharif     ,17.0,19.0,1.12
Andhra Pradesh,CHITTOOR,Arhar/Tur,2006,Rabi       ,2.0,1.0,0.5
Karnataka,RAICHUR,Onion,2019,Summer     ,155.0,1792.0,11.56
Uttar Pradesh,FIROZABAD,Groundnut,2019,Kharif     ,139.0,312.0,2.24
Uttar Pradesh,FIROZABAD,Rice,2018,Summer     ,1.0,3.0,3.0
Bihar,VAISHALI,Wheat,2009,Rabi       ,50222.0,120745.0,2.4
Chhattisgarh,BASTAR,Sweet potato,2001,Whole Year ,290.0,1690.0,5.83
West Bengal,PURULIA,Other Kharif pulses,2006,Kharif     ,281.0,80.0,0.28
Gujarat,SURAT,Other Kharif pulses,2015,Kharif     ,258.0,124.0,0.48
Rajasthan,SIKAR,Sesamum,2005,Kharif     ,599.0,89.0,0.15
Uttar Pradesh,FARRUKHABAD,Dry chillies,2010,Kharif     ,26.0,23.0,0.88
Uttar Pradesh,SHRAVASTI,Sugarcane,2002,Whole Year ,3063.0,161873.0,52.85
Andhra Pradesh,VIZIANAGARAM,Maize,2003,Rabi       ,7265.0,35591.0,4.9
Tamil Nadu,KARUR,Sugarcane,2002,Whole Year ,6682.0,488160.0,73.06
Tripura,WEST TRIPURA,Mesta,2007,Kharif     ,210.0,1812.0,8.63
Tamil Nadu,DHARMAPURI,Coriander,1998,Whole Year ,1739.0,562.0,0.32
Chhattisgarh,KANKER,Groundnut,2002,Kharif     ,8.0,7.0,0.88
Rajasthan,BARAN,Urad,2008,Kharif     ,1311.0,684.0,0.52
Haryana,JIND,Jowar,1997,Kharif     ,3000.0,1000.0,0.33
Uttar Pradesh,SHRAVASTI,Peas & beans (Pulses),2008,Rabi       ,216.0,261.0,1.21
Karnataka,KODAGU,Rice,1998,Summer     ,550.0,1775.0,3.23
Uttar Pradesh,SIDDHARTH NAGAR,Barley,2016,Rabi       ,5.0,14.0,2.8
Himachal Pradesh,BILASPUR,Other  Rabi pulses,2001,Rabi       ,2.0,,0.0
Tripura,WEST TRIPURA,Urad,2013,Kharif     ,75.0,43.0,0.57
Sikkim,SOUTH DISTRICT,Urad,2016,Kharif     ,1720.0,1602.0,0.93
Odisha,KALAHANDI,Moong(Green Gram),2004,Winter     ,4830.0,671.0,0.14
Tamil Nadu,VIRUDHUNAGAR,Onion,2019,Rabi       ,1460.0,5432.0,3.72
Mizoram,LAWNGTLAI,Rice,2013,Kharif     ,1958.0,3739.0,1.91
Karnataka,KALABURAGI,Rapeseed &Mustard,2005,Rabi       ,260.0,69.0,0.27
Andhra Pradesh,KURNOOL,Maize,2014,Kharif     ,38554.0,138717.0,3.6
Uttar Pradesh,JHANSI,Groundnut,2008,Kharif     ,10994.0,9378.0,0.85
Gujarat,KHEDA,Jowar,2013,Rabi       ,65.0,73.0,1.12
Karnataka,BENGALURU URBAN,Maize,2015,Summer     ,106.0,298.0,2.81
Madhya Pradesh,MANDLA,Sannhamp,2001,Whole Year ,244.0,367.0,1.5
Bihar,AURANGABAD,Maize,2000,Rabi       ,3.0,8.0,2.67
Maharashtra,NAGPUR,Jowar,2012,Kharif     ,6200.0,5100.0,0.82
Odisha,NABARANGPUR,Urad,2019,Summer     ,3.0,1.0,0.27
Odisha,NAYAGARH,Linseed,2000,Rabi       ,230.0,100.0,0.43
Uttar Pradesh,MIRZAPUR,Wheat,2005,Rabi       ,78382.0,124713.0,1.59
Andhra Pradesh,WARANGAL,Bajra,2010,Kharif     ,9.0,7.0,0.78
Madhya Pradesh,HOSHANGABAD,Other Kharif pulses,2017,Kharif     ,210.0,80.0,0.38
West Bengal,HOOGHLY,Moong(Green Gram),2007,Summer     ,8.0,7.0,0.88
Maharashtra,PUNE,Other  Rabi pulses,2015,Rabi       ,2600.0,500.0,0.19
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Cotton(lint),2018,Kharif     ,8.0,3.0,0.38
Rajasthan,DUNGARPUR,Groundnut,2017,Kharif     ,42.0,82.0,1.95
Andhra Pradesh,PRAKASAM,Sunflower,2001,Kharif     ,6737.0,7351.0,1.09
Haryana,PANIPAT,Garlic,2012,Whole Year ,7.0,100.0,14.29
Assam,SONITPUR,Rice,2006,Winter     ,82779.0,79018.0,0.95
Gujarat,KHEDA,Sesamum,2013,Kharif     ,721.0,150.0,0.21
Karnataka,BANGALORE RURAL,Potato,2009,Kharif     ,105.0,649.0,6.18
Punjab,FARIDKOT,Sugarcane,2001,Whole Year ,4000.0,350000.0,87.5
Arunachal Pradesh,TAWANG,Oilseeds total,2012,Whole Year ,170.0,221.0,1.3
Jammu and Kashmir,SRINAGAR,Wheat,2009,Rabi       ,3.0,10.0,3.33
Gujarat,JUNAGADH,Castor seed,2010,Kharif     ,600.0,1200.0,2.0
Rajasthan,BHILWARA,Potato,2018,Whole Year ,11.0,56.0,5.09
Karnataka,GADAG,Arhar/Tur,2017,Kharif     ,3373.0,2150.0,0.64
Madhya Pradesh,BALAGHAT,Rapeseed &Mustard,1999,Rabi       ,3676.0,2746.0,0.75
Uttarakhand,RUDRA PRAYAG,Peas & beans (Pulses),2001,Rabi       ,2.0,1.0,0.5
Assam,BARPETA,Maize,2013,Kharif     ,67.0,123.0,1.84
Uttar Pradesh,KANNAUJ,Urad,2011,Summer     ,1111.0,944.0,0.85
Himachal Pradesh,KULLU,Barley,2007,Rabi       ,3868.0,5539.0,1.43
Maharashtra,THANE,Rice,2010,Summer     ,2600.0,6000.0,2.31
Gujarat,SABAR KANTHA,Arhar/Tur,1998,Kharif     ,51000.0,55600.0,1.09
Bihar,BHAGALPUR,Horse-gram,2013,Kharif     ,476.0,453.0,0.95
Gujarat,JUNAGADH,Groundnut,2006,Kharif     ,374000.0,420700.0,1.12
Tamil Nadu,KARUR,Castor seed,2018,Kharif     ,24.0,10.0,0.42
Rajasthan,KARAULI,Barley,2005,Rabi       ,479.0,1088.0,2.27
Maharashtra,AMRAVATI,Maize,2008,Summer     ,100.0,100.0,1.0
Madhya Pradesh,MANDLA,Other  Rabi pulses,2015,Rabi       ,5000.0,5360.0,1.07
Chhattisgarh,BASTAR,Turmeric,2003,Whole Year ,128.0,110.0,0.86
Uttar Pradesh,ALIGARH,Dry chillies,2018,Kharif     ,31.0,29.0,0.94
Karnataka,BANGALORE RURAL,Small millets,2000,Kharif     ,456.0,243.0,0.53
Tamil Nadu,VIRUDHUNAGAR,Sweet potato,2000,Whole Year ,7.0,85.0,12.14
Madhya Pradesh,KHANDWA,Urad,2007,Rabi       ,12.0,3.0,0.25
Nagaland,TUENSANG,Barley,2015,Rabi       ,30.0,30.0,1.0
Andhra Pradesh,RANGAREDDI,Niger seed,1999,Kharif     ,960.0,370.0,0.39
Odisha,MAYURBHANJ,Rapeseed &Mustard,2013,Winter     ,514.0,155.0,0.3
Odisha,SUNDARGARH,Rapeseed &Mustard,2019,Winter     ,674.0,401.0,0.59
Tamil Nadu,PERAMBALUR,Coriander,1998,Whole Year ,14249.0,3167.0,0.22
Kerala,KASARAGOD,Cashewnut,2004,Whole Year ,18341.0,17208.0,0.94
Assam,DIMA HASAO,Cotton(lint),2015,Kharif     ,63.0,30.0,0.48
Chhattisgarh,BIJAPUR,Moong(Green Gram),2014,Kharif     ,357.0,116.0,0.32
Rajasthan,JHUNJHUNU,Rapeseed &Mustard,2009,Rabi       ,78412.0,101985.0,1.3
Uttar Pradesh,AURAIYA,Sesamum,2001,Kharif     ,28.0,5.0,0.18
Madhya Pradesh,UMARIA,Rice,2007,Kharif     ,45692.0,24803.0,0.54
Odisha,BALANGIR,Maize,2004,Summer     ,4.0,3.0,0.83
Haryana,YAMUNANAGAR,Garlic,2013,Whole Year ,900.0,7100.0,7.89
Uttar Pradesh,BAREILLY,Rice,2002,Kharif     ,122792.0,229487.0,1.87
Telangana,ADILABAD,Groundnut,2013,Kharif     ,1.0,1.0,1.0
Odisha,BOUDH,Sugarcane,2006,Winter     ,33.0,1676.0,50.78
Tamil Nadu,PUDUKKOTTAI,Tapioca,2004,Whole Year ,21.0,867.0,41.29
Madhya Pradesh,SIDHI,Cowpea(Lobia),2009,Kharif     ,32.0,10.0,0.31
Andhra Pradesh,KURNOOL,Small millets,2017,Rabi       ,267.0,266.0,1.0
Karnataka,GADAG,Sunflower,2009,Rabi       ,43814.0,11059.0,0.25
Mizoram,CHAMPHAI,Rice,2005,Whole Year ,10419.0,19660.0,1.89
Assam,DIMA HASAO,Wheat,2000,Rabi       ,58.0,70.0,1.21
Rajasthan,DAUSA,Sannhamp,2011,Whole Year ,9.0,6.0,0.67
Bihar,DARBHANGA,Maize,1997,Summer     ,3218.0,6008.0,1.87
Rajasthan,KARAULI,Moong(Green Gram),2014,Kharif     ,7.0,4.0,0.57
Assam,DHEMAJI,Sweet potato,2001,Whole Year ,153.0,503.0,3.29
Assam,MARIGAON,Rice,2000,Autumn     ,15000.0,11350.0,0.76
Madhya Pradesh,ASHOKNAGAR,Masoor,2005,Rabi       ,22164.0,15101.0,0.68
West Bengal,NADIA,Moong(Green Gram),2011,Summer     ,1133.0,709.0,0.63
Uttar Pradesh,HARDOI,Moong(Green Gram),2016,Summer     ,165.0,80.0,0.48
Tamil Nadu,VELLORE,Maize,2003,Kharif     ,670.0,1112.0,1.66
Madhya Pradesh,UMARIA,Masoor,2019,Rabi       ,2524.0,1733.0,0.69
Madhya Pradesh,DINDORI,Sweet potato,2003,Whole Year ,29.0,162.0,5.59
Chhattisgarh,RAIGARH,Garlic,2006,Whole Year ,88.0,254.0,2.89
Bihar,LAKHISARAI,Gram,2004,Rabi       ,4068.0,1912.0,0.47
Tamil Nadu,VIRUDHUNAGAR,Maize,2009,Whole Year ,13868.0,50337.0,3.63
Rajasthan,GANGANAGAR,Moth,2018,Kharif     ,1566.0,511.0,0.33
Karnataka,DAVANGERE,Jowar,2013,Summer     ,511.0,1077.0,2.11
Arunachal Pradesh,TIRAP,Wheat,2014,Rabi       ,106.0,357.0,3.37
Meghalaya,SOUTH WEST KHASI HILLS,Arecanut,2013,Whole Year ,556.0,568.0,1.02
Uttar Pradesh,LALITPUR,Rapeseed &Mustard,2017,Rabi       ,7957.0,4599.0,0.58
Karnataka,SHIVAMOGGA,Gram,2012,Rabi       ,63.0,41.0,0.65
Kerala,KOZHIKODE,Cashewnut,2006,Whole Year ,2948.0,1478.0,0.5
Bihar,MUNGER,Gram,2005,Rabi       ,790.0,749.0,0.95
Uttar Pradesh,KANNAUJ,Urad,2001,Kharif     ,363.0,181.0,0.5
Uttarakhand,UTTAR KASHI,Onion,2000,Whole Year ,23.0,315.0,13.7
Bihar,KISHANGANJ,Moong(Green Gram),2002,Summer     ,5750.0,3973.0,0.69
Madhya Pradesh,SHIVPURI,Sugarcane,2019,Whole Year ,391.0,9270.0,23.71
Andhra Pradesh,ADILABAD,Groundnut,1997,Rabi       ,3700.0,3300.0,0.89
Uttarakhand,NAINITAL,Tobacco,2007,Whole Year ,4.0,12.0,3.0
Maharashtra,WARDHA,Maize,2017,Rabi       ,18.0,,0.0
Bihar,GARHWA,Onion,1998,Whole Year ,303.0,2282.0,7.53
Uttar Pradesh,KHERI,Maize,2015,Rabi       ,127.0,279.0,2.2
Telangana,KHAMMAM,Moong(Green Gram),2015,Rabi       ,5421.0,13923.0,2.57
Maharashtra,OSMANABAD,Gram,2002,Rabi       ,58400.0,22200.0,0.38
Haryana,MEWAT,Jowar,2019,Kharif     ,11730.0,6180.0,0.53
Andhra Pradesh,GUNTUR,Rapeseed &Mustard,2006,Rabi       ,743.0,46.0,0.06
Uttarakhand,UTTAR KASHI,Rapeseed &Mustard,2007,Rabi       ,1500.0,788.0,0.53
Karnataka,BIDAR,Onion,2013,Kharif     ,343.0,2269.0,6.62
Uttar Pradesh,GONDA,Sesamum,2004,Kharif     ,110.0,18.0,0.16
Kerala,PALAKKAD,Black pepper,2013,Whole Year ,2772.0,1109.0,0.4
Chhattisgarh,SURGUJA,Maize,2016,Kharif     ,9470.0,20538.0,2.17
Odisha,SONEPUR,Moong(Green Gram),2018,Winter     ,266.0,143.0,0.54
Uttar Pradesh,GORAKHPUR,Linseed,2010,Rabi       ,32.0,15.0,0.47
Jharkhand,KODERMA,Maize,2017,Kharif     ,8453.0,16906.0,2.0
Jharkhand,LOHARDAGA,Rice,2019,Kharif     ,40050.0,121231.0,3.03
Haryana,JHAJJAR,Barley,2010,Rabi       ,2549.0,11000.0,4.32
Chhattisgarh,DANTEWADA,Urad,2003,Kharif     ,1461.0,532.0,0.36
Madhya Pradesh,UMARIA,Gram,2015,Rabi       ,19000.0,14000.0,0.74
Uttar Pradesh,LALITPUR,Urad,2001,Kharif     ,55956.0,26355.0,0.47
Odisha,RAYAGADA,Ginger,1999,Kharif     ,570.0,1030.0,1.81
Odisha,NAYAGARH,Rice,2010,Winter     ,92000.0,153000.0,1.66
Uttar Pradesh,SIDDHARTH NAGAR,Groundnut,2003,Kharif     ,104.0,69.0,0.66
Rajasthan,UDAIPUR,Sannhamp,2006,Whole Year ,182.0,182.0,1.0
West Bengal,COOCHBEHAR,Rapeseed &Mustard,2015,Rabi       ,10951.0,5515.0,0.5
Tamil Nadu,PERAMBALUR,Banana,2006,Whole Year ,335.0,17951.0,53.59
Tamil Nadu,THIRUVARUR,Sesamum,2017,Kharif     ,23.0,10.0,0.43
Maharashtra,OSMANABAD,Rice,1998,Kharif     ,14800.0,3600.0,0.24
Assam,KOKRAJHAR,Rapeseed &Mustard,2005,Rabi       ,19453.0,11133.0,0.57
Andhra Pradesh,PRAKASAM,Moong(Green Gram),2001,Kharif     ,7918.0,2629.0,0.33
Odisha,RAYAGADA,Castor seed,1999,Rabi       ,670.0,270.0,0.4
Bihar,GAYA,Moong(Green Gram),2002,Summer     ,851.0,518.0,0.61
Andhra Pradesh,SPSR NELLORE,Sesamum,2011,Rabi       ,622.0,134.0,0.22
Maharashtra,BULDHANA,Maize,2000,Rabi       ,900.0,900.0,1.0
Karnataka,CHITRADURGA,Jowar,2004,Summer     ,598.0,475.0,0.79
West Bengal,DARJEELING,Mesta,2016,Kharif     ,9.0,87.0,9.67
Jharkhand,WEST SINGHBHUM,Linseed,2017,Rabi       ,14595.0,8319.0,0.57
Chhattisgarh,RAJNANDGAON,Other Kharif pulses,2005,Kharif     ,297.0,93.0,0.31
Karnataka,HASSAN,Cotton(lint),2018,Kharif     ,48.0,54.0,1.13
Odisha,KENDRAPARA,Ginger,2019,Kharif     ,300.0,4000.0,13.33
Karnataka,DHARWAD,Maize,2003,Rabi       ,349.0,797.0,2.28
Tamil Nadu,THANJAVUR,Sesamum,2011,Whole Year ,3868.0,1361.0,0.35
Uttar Pradesh,FATEHPUR,Sweet potato,2019,Kharif     ,1245.0,14620.0,11.74
Assam,UDALGURI,Arhar/Tur,2012,Kharif     ,240.0,162.0,0.68
Tamil Nadu,ERODE,Masoor,2015,Kharif     ,1229.0,2361.0,1.92
Maharashtra,HINGOLI,Maize,2017,Kharif     ,1100.0,900.0,0.82
Gujarat,DANG,Jowar,2008,Kharif     ,3600.0,5000.0,1.39
Jammu and Kashmir,JAMMU,Maize,2005,Kharif     ,19705.0,31500.0,1.6
Uttar Pradesh,FIROZABAD,Onion,2018,Summer     ,123.0,2099.0,17.07
Punjab,LUDHIANA,Maize,2019,Kharif     ,1000.0,4200.0,4.2
Chhattisgarh,BEMETARA,Masoor,2014,Rabi       ,2955.0,940.0,0.32
Haryana,REWARI,Sugarcane,2010,Whole Year ,26.0,,0.0
Andhra Pradesh,ADILABAD,Rice,1997,Rabi       ,5200.0,12400.0,2.38
Madhya Pradesh,INDORE,Garlic,2011,Whole Year ,4607.0,13673.0,2.97
Maharashtra,LATUR,Niger seed,2012,Kharif     ,1700.0,500.0,0.29
Chhattisgarh,DANTEWADA,Urad,2015,Rabi       ,12.0,5.0,0.42
Uttar Pradesh,KANPUR NAGAR,Maize,2013,Summer     ,2436.0,4475.0,1.84
Gujarat,PANCH MAHALS,Garlic,2017,Whole Year ,72.0,501.0,6.96
Bihar,ARWAL,Coriander,2017,Whole Year ,38.0,35.0,0.92
Assam,JORHAT,Small millets,2000,Kharif     ,13.0,6.0,0.46
Chhattisgarh,BILASPUR,Sunflower,2018,Whole Year ,39.0,7.0,0.18
Haryana,HISAR,Moth,2009,Kharif     ,527.0,100.0,0.19
Jharkhand,SAHEBGANJ,Maize,2016,Autumn     ,3016.0,1710.0,0.57
Arunachal Pradesh,WEST KAMENG,Other  Rabi pulses,2018,Rabi       ,165.0,122.0,0.74
Assam,HAILAKANDI,Niger seed,2012,Kharif     ,5.0,3.0,0.6
Odisha,SONEPUR,Maize,2007,Autumn     ,23.0,15.0,0.64
Haryana,HISAR,Potato,2003,Whole Year ,254.0,4500.0,17.72
Gujarat,KHEDA,Moth,2008,Kharif     ,500.0,100.0,0.2
Tamil Nadu,TIRUNELVELI,Coriander,2000,Whole Year ,15.0,3.0,0.2
Manipur,IMPHAL WEST,Soyabean,2011,Kharif     ,745.0,699.0,0.94
Himachal Pradesh,KANGRA,Urad,2018,Kharif     ,1048.0,778.0,0.74
Odisha,NAYAGARH,Rice,2006,Winter     ,100000.0,149000.0,1.49
Meghalaya,WEST GARO HILLS,Rice,2014,Rabi       ,7845.0,37561.0,4.79
Rajasthan,BARAN,Sesamum,2019,Kharif     ,994.0,325.0,0.33
Karnataka,BELAGAVI,Dry chillies,2015,Rabi       ,522.0,1024.0,1.96
Himachal Pradesh,SHIMLA,Bajra,2006,Kharif     ,2.0,1.0,0.5
Odisha,RAYAGADA,Ragi,2000,Kharif     ,13080.0,7182.0,0.55
Tamil Nadu,TIRUVANNAMALAI,Maize,2009,Whole Year ,511.0,2719.0,5.32
Tripura,WEST TRIPURA,Rice,1998,Kharif     ,102480.0,205230.0,2.0
Assam,HAILAKANDI,Linseed,2018,Rabi       ,5.0,3.0,0.6
Rajasthan,PRATAPGARH,Wheat,2012,Rabi       ,58237.0,184458.0,3.17
Gujarat,MAHESANA,Groundnut,2013,Summer     ,540.0,1038.0,1.92
Karnataka,BALLARI,Jowar,2018,Kharif     ,13657.0,29607.0,2.17
Telangana,SURYAPET,Tobacco,2016,Rabi       ,12.0,55.0,4.58
Jharkhand,GUMLA,Groundnut,2019,Kharif     ,6723.0,9990.0,1.49
Chhattisgarh,RAJNANDGAON,Garlic,2009,Whole Year ,6.0,17.0,2.83
Uttar Pradesh,AZAMGARH,Moong(Green Gram),2012,Kharif     ,2.0,1.0,0.5
Gujarat,CHHOTAUDEPUR,Wheat,2019,Rabi       ,1258.0,3933.0,3.13
Uttarakhand,TEHRI GARHWAL,Arhar/Tur,2018,Kharif     ,1647.0,1446.0,0.88
Madhya Pradesh,NARSINGHPUR,Wheat,1999,Rabi       ,81492.0,259408.0,3.18
Tripura,SEPAHIJALA,Sesamum,2018,Kharif     ,577.0,382.0,0.66
Chhattisgarh,BASTAR,Ginger,2001,Whole Year ,61.0,73.0,1.2
Karnataka,HASSAN,Cotton(lint),2005,Whole Year ,1249.0,1221.0,0.98
Assam,UDALGURI,Onion,2005,Whole Year ,361.0,903.0,2.5
Assam,KAMRUP,Peas & beans (Pulses),2006,Rabi       ,802.0,629.0,0.78
Madhya Pradesh,HOSHANGABAD,Arhar/Tur,2003,Kharif     ,8180.0,8966.0,1.1
Kerala,IDUKKI,Cardamom,2004,Whole Year ,32856.0,7931.0,0.24
Bihar,NAWADA,Urad,2002,Kharif     ,141.0,96.0,0.68
Telangana,NIZAMABAD,Rice,2015,Kharif     ,80451.0,208770.0,2.59
Bihar,SARAN,Maize,2014,Summer     ,6120.0,21308.0,3.48
Meghalaya,SOUTH WEST GARO HILLS,Tobacco,2015,Rabi       ,153.0,154.0,1.01
Uttar Pradesh,SANT KABEER NAGAR,Onion,2017,Rabi       ,32.0,467.0,14.59
Gujarat,ARAVALLI,Maize,2014,Rabi       ,1800.0,3405.0,1.89
Assam,CHIRANG,Gram,2014,Rabi       ,118.0,79.0,0.67
Telangana,KHAMMAM,Onion,2014,Rabi       ,3.0,82.0,27.33
Bihar,KHAGARIA,Sesamum,2006,Kharif     ,1.0,1.0,1.0
Bihar,PASHCHIM CHAMPARAN,Turmeric,2005,Whole Year ,157.0,153.0,0.97
Bihar,SAMASTIPUR,Wheat,2002,Rabi       ,52095.0,87958.0,1.69
Bihar,BHOJPUR,Arhar/Tur,2000,Kharif     ,918.0,1098.0,1.2
Uttar Pradesh,MORADABAD,Onion,1997,Kharif     ,389.0,3846.0,9.89
Chhattisgarh,KANKER,Small millets,2012,Kharif     ,14034.0,2709.0,0.19
Rajasthan,BHILWARA,Sannhamp,2001,Whole Year ,210.0,81.0,0.39
Uttar Pradesh,HARDOI,Wheat,2010,Rabi       ,341765.0,1139960.0,3.34
Maharashtra,BEED,Arhar/Tur,2011,Kharif     ,50200.0,28800.0,0.57
Himachal Pradesh,KANGRA,Bajra,2006,Kharif     ,184.0,87.0,0.47
Uttar Pradesh,BULANDSHAHR,Wheat,2009,Rabi       ,195439.0,725079.0,3.71
Punjab,MOGA,Arhar/Tur,2012,Kharif     ,300.0,200.0,0.67
Karnataka,BAGALKOTE,Garlic,2009,Whole Year ,25.0,32.0,1.28
Gujarat,KHEDA,Other Cereals,2006,Kharif     ,100.0,100.0,1.0
Madhya Pradesh,HOSHANGABAD,Jowar,2003,Rabi       ,89.0,132.0,1.48
Uttar Pradesh,RAE BARELI,Rice,2011,Kharif     ,83159.0,188438.0,2.27
Haryana,PALWAL,Arhar/Tur,2011,Kharif     ,892.0,900.0,1.01
Maharashtra,BULDHANA,Sugarcane,2000,Whole Year ,1200.0,103600.0,86.33
Chhattisgarh,JANJGIR-CHAMPA,Rapeseed &Mustard,2017,Rabi       ,548.0,222.0,0.41
Odisha,SAMBALPUR,Sugarcane,2009,Winter     ,30.0,1548.0,51.6
Madhya Pradesh,PANNA,Small millets,2004,Kharif     ,3046.0,554.0,0.18
Uttar Pradesh,KANNAUJ,Guar seed,2017,Kharif     ,2.0,1.0,0.5
Andhra Pradesh,KADAPA,Onion,2003,Rabi       ,524.0,8765.0,16.73
Maharashtra,NANDURBAR,Gram,2009,Rabi       ,24100.0,23500.0,0.98
Haryana,JHAJJAR,Arhar/Tur,2007,Kharif     ,6478.0,7100.0,1.1
Jharkhand,LOHARDAGA,Potato,2007,Winter     ,1111.83,4565.0,4.11
Andhra Pradesh,SPSR NELLORE,Maize,2013,Kharif     ,286.0,907.0,3.17
Andhra Pradesh,VIZIANAGARAM,Groundnut,2007,Kharif     ,33000.0,38000.0,1.15
Odisha,PURI,Potato,2000,Whole Year ,751.0,10117.0,13.47
Chhattisgarh,BASTAR,Garlic,2000,Whole Year ,10.0,33.0,3.3
Madhya Pradesh,KATNI,Jowar,2014,Kharif     ,3000.0,3000.0,1.0
Rajasthan,BUNDI,Sannhamp,2006,Whole Year ,8.0,8.0,1.0
Karnataka,MYSURU,Horse-gram,2008,Rabi       ,33177.0,10464.0,0.32
Haryana,GURGAON,Sweet potato,2006,Whole Year ,7.0,200.0,28.57
Assam,TINSUKIA,Small millets,2008,Kharif     ,55.0,24.0,0.44
Karnataka,RAICHUR,Gram,1998,Rabi       ,14597.0,10077.0,0.69
Bihar,SIWAN,Ragi,2000,Kharif     ,1359.0,1260.0,0.93
Gujarat,SURENDRANAGAR,Maize,2019,Rabi       ,30.0,75.0,2.5
Rajasthan,BIKANER,Sweet potato,2004,Whole Year ,1.0,,0.0
Uttar Pradesh,ALLAHABAD,Castor seed,1997,Kharif     ,4.0,2.0,0.5
Bihar,GOPALGANJ,Urad,2002,Kharif     ,332.0,247.0,0.74
Manipur,SENAPATI,Peas & beans (Pulses),2013,Rabi       ,1544.0,1326.0,0.86
Uttarakhand,BAGESHWAR,Garlic,2014,Whole Year ,54.0,83.0,1.54
Tamil Nadu,KARUR,Cashewnut,2005,Whole Year ,50.0,19.0,0.38
Uttar Pradesh,KANPUR DEHAT,Onion,2009,Rabi       ,365.0,6268.0,17.17
Tamil Nadu,ARIYALUR,Arhar/Tur,2011,Whole Year ,192.0,167.0,0.87
Maharashtra,NANDED,Sunflower,2003,Kharif     ,4400.0,1700.0,0.39
Rajasthan,PRATAPGARH,Soyabean,2019,Kharif     ,138700.0,45268.0,0.33
Meghalaya,WEST GARO HILLS,Peas & beans (Pulses),2016,Rabi       ,748.0,942.0,1.26
Karnataka,DAVANGERE,Urad,1999,Rabi       ,16.0,6.0,0.38
Tamil Nadu,SIVAGANGA,Ragi,2000,Kharif     ,796.0,1195.0,1.5
Bihar,DARBHANGA,Moong(Green Gram),2016,Summer     ,8118.0,6080.0,0.75
Himachal Pradesh,LAHUL AND SPITI,Barley,2014,Rabi       ,447.0,786.0,1.76
Assam,TINSUKIA,Moong(Green Gram),2019,Rabi       ,131.0,87.0,0.66
Chhattisgarh,MAHASAMUND,Potato,2005,Whole Year ,167.0,849.0,5.08
Bihar,NAWADA,Arhar/Tur,2013,Kharif     ,933.0,932.0,1.0
